ANN1268,ANN1268,AZ
ANN1273,ANN1273,AZ
ANN1284,ANN1284,AZ
ANN1296,ANN1296,NM
ANN1297,ANN1297,NM
ANN1300,ANN1300,NM
ANN1301,ANN1301,NM
ANN1309,ANN1309,NM
ANN1310,ANN1310,NM
ANN1311,ANN1311,TX
ANN1316,ANN1316,TX
ANN1319,ANN1319,TX
ANN1322,ANN1322,TX
ANN1328,ANN1328,TX
ANN1330,ANN1330,TX
ANN1419,ANN1419,IA
ANN1420,ANN1420,IA
ANN1439,ANN1439,KS
ANN1501,ANN1501,SK
ARG0054,ARG0054,argophyllus
ARG0169,ARG0169,argophyllus
ARG0204,ARG0204,argophyllus
Ann1238_subset,Ann1238_subset,NB
Anzac_Pueblo,Anzac_Pueblo,landrace
Ari_Broad,Ari_Broad,ethnographic
Ari_Man,Ari_Man,ethnographic
Arikara,Arikara,landrace
Arikara_122976,Arikara_122976,ethnographic
Arikara_126306,Arikara_126306,ethnographic
Arikara_14042_874,Arikara_14042_874,ethnographic
Havasupai,Havasupai,landrace
Hidatsa,Hidatsa,landrace
Hopi_dye_NEW,Hopi_dye_NEW,landrace
Hopi_mapping_NEW,Hopi_mapping_NEW,landrace
Hopi_real_NEW,Hopi_real_NEW,landrace
IA1W_1,IA1W_1,IA
IA1W_11,IA1W_11,IA
IA1W_11R,IA1W_11R,IA
IA1W_15,IA1W_15,IA
IA1W_2,IA1W_2,IA
IA1W_21,IA1W_21,IA
IA1W_28,IA1W_28,IA
IA1W_33,IA1W_33,IA
IA1W_39,IA1W_39,IA
IA1W_4,IA1W_4,IA
IA1W_5,IA1W_5,IA
IA2W_11,IA2W_11,IA
IA2W_14,IA2W_14,IA
IA2W_16,IA2W_16,IA
IA2W_17,IA2W_17,IA
IA2W_29,IA2W_29,IA
IA2W_37,IA2W_37,IA
IA2W_37R,IA2W_37R,IA
IA2W_38,IA2W_38,IA
IA2W_39,IA2W_39,IA
IA2W_6,IA2W_6,IA
IA2W_7,IA2W_7,IA
KS1W_19,KS1W_19,KS
KS1W_2,KS1W_2,KS
KS1W_24,KS1W_24,KS
KS1W_26,KS1W_26,KS
KS1W_27,KS1W_27,KS
KS1W_29,KS1W_29,KS
KS1W_3,KS1W_3,KS
KS1W_32,KS1W_32,KS
KS1W_35,KS1W_35,KS
KS1W_40,KS1W_40,KS
KS1W_9,KS1W_9,KS
KS2E_6,KS2E_6,KS
KS2W24_7_43,KS2W24_7_43,KS
KS2W_12,KS2W_12,KS
KS2W_14,KS2W_14,KS
KS2W_15,KS2W_15,KS
KS2W_15R,KS2W_15R,KS
KS2W_24,KS2W_24,KS
KS2W_32,KS2W_32,KS
KS2W_35,KS2W_35,KS
KS2W_6_1R,KS2W_6_1R,KS
KS2W_8,KS2W_8,KS
KS2W_9,KS2W_9,KS
Laguna_Pueblo,Laguna_Pueblo,landrace
MB1W_11,MB1W_11,MB
MB1W_14,MB1W_14,MB
MB1W_16,MB1W_16,MB
MB1W_16B,MB1W_16B,MB
MB1W_20,MB1W_20,MB
MB1W_30,MB1W_30,MB
MB1W_31,MB1W_31,MB
MB1W_39,MB1W_39,MB
MB1W_40,MB1W_40,MB
MB1W_8,MB1W_8,MB
MO1W_11,MO1W_11,MO
MO1W_15,MO1W_15,MO
MO1W_16,MO1W_16,MO
MO1W_2,MO1W_2,MO
MO1W_2R,MO1W_2R,MO
MO1W_3,MO1W_3,MO
MO1W_33,MO1W_33,MO
MO1W_38,MO1W_38,MO
MO1W_39,MO1W_39,MO
MO1W_7,MO1W_7,MO
Mandan1_PPN046,Mandan1_PPN046,landrace
Mandan2,Mandan2,landrace
MexCult1,MexCult1,mexCult
MexCult15,MexCult15,mexCult
MexCult3,MexCult3,mexCult
MexCult6,MexCult6,mexCult
MexCult9,MexCult9,mexCult
Mex_A1516,Mex_A1516,WildMex
Mex_A1572,Mex_A1572,WildMex
Mex_Ann261,Mex_Ann261,WildMex
ND1W_12,ND1W_12,ND
ND1W_20,ND1W_20,ND
ND1W_22,ND1W_22,ND
ND1W_25,ND1W_25,ND
ND1W_27,ND1W_27,ND
ND1W_31,ND1W_31,ND
ND1W_33,ND1W_33,ND
ND1W_36,ND1W_36,ND
ND1W_38,ND1W_38,ND
NIV1468,NIV1468,niveus
NIV1487,NIV1487,niveus
PET0316,PET0316,petiolaris
PET0372,PET0372,petiolaris
PET0473N,PET0473N,petiolaris
PET0531,PET0531,petiolaris
PET0580,PET0580,petiolaris
PET0636,PET0636,petiolaris
PET0654,PET0654,niveus
PET0712,PET0712,niveus
PET0732,PET0732,niveus
Paiute,Paiute,ethnographic
SD1W_13,SD1W_13,SD
SD1W_14,SD1W_14,SD
SD1W_15,SD1W_15,SD
SD1W_20,SD1W_20,SD
SD1W_21,SD1W_21,SD
SD1W_35,SD1W_35,SD
SD1W_4,SD1W_4,SD
SD1W_6,SD1W_6,SD
SD2W_14,SD2W_14,SD
SD2W_15,SD2W_15,SD
SD2W_18,SD2W_18,SD
SD2W_19,SD2W_19,SD
SD2W_21,SD2W_21,SD
SD2W_23,SD2W_23,SD
SD2W_23R,SD2W_23R,SD
SD2W_27,SD2W_27,SD
SD2W_30,SD2W_30,SD
SD2W_38,SD2W_38,SD
SD2W_40,SD2W_40,SD
SD2W_5,SD2W_5,SD
SK1W15_3_300,SK1W15_3_300,SK
SK1W_1,SK1W_1,SK
SK1W_15,SK1W_15,SK
SK1W_22,SK1W_22,SK
SK1W_22R,SK1W_22R,SK
SK1W_25,SK1W_25,SK
SK1W_29,SK1W_29,SK
SK1W_29R,SK1W_29R,SK
SK1W_36,SK1W_36,SK
SK1W_37,SK1W_37,SK
SK1W_Q,SK1W_Q,SK
San_Ildefonso_Pueblo,San_Ildefonso_Pueblo,ethnoWild
Se_Purp,Se_Purp,ethnographic
Se_Strip_682a,Se_Strip_682a,ethnographic
Se_Strip_682b,Se_Strip_682b,ethnographic
Seneca,Seneca,landrace
Seneca_137749,Seneca_137749,ethnographic
Zuni,Zuni,landrace
ann01_cwIA,ann01_cwIA,IA
ann04_nwAR,ann04_nwAR,AR
ann05_ccNM,ann05_ccNM,NM
ann10_ccIL,ann10_ccIL,IL
ann20_seAZ,ann20_seAZ,AZ
ann28_swSK,ann28_swSK,SK
ann29_neSD,ann29_neSD,SD
ann34_cwKS,ann34_cwKS,KS
ann39_ncNE,ann39_ncNE,NB
